upazila,year,month,date,rainfall_mm,NDVI_monthly,EVI_monthly,MODIS_source_status,MODIS_valid_composites,MODIS_total_composites,MODIS_total_valid_pixels,MODIS_empirical_max_pixels_per_composite,MODIS_coverage_proxy
Mahadebpur,2003,4,2003-04,84.78226476036455,0.6373129325239898,0.4045592333326461,observed,2,2,12908,6556,0.9844417327638804
Mahadebpur,2003,5,2003-05,100.91828644219946,0.4065864480074481,0.2635525550610606,observed,2,2,12136,6556,0.9255643685173887
Mahadebpur,2003,6,2003-06,312.0056551692845,0.46601957291187446,0.25683813269591843,observed,1,2,2686,6556,0.20485051860890788
Mahadebpur,2003,7,2003-07,332.98932058102025,0.46705149740615826,0.2633628653024188,observed,2,2,1654,6556,0.12614399023794998
Mahadebpur,2003,8,2003-08,148.60414450067302,0.6505191322889884,0.4329019142670711,observed,2,2,1080,6556,0.08236729713239781
Mahadebpur,2003,9,2003-09,184.07974822603947,0.7441137319266682,0.4975111801690439,observed,2,2,8573,6556,0.6538285539963392
Mahadebpur,2003,10,2003-10,289.6849260138554,0.7206766483715588,0.44579281936848253,observed,1,1,6432,6556,0.9810860280658938
Mahadebpur,2003,11,2003-11,5.466409603275475,0.5078172990096053,0.2858946666186846,observed,2,2,13021,6556,0.9930597925564368
Mahadebpur,2003,12,2003-12,7.111199869705684,0.377001439583504,0.2031008886717573,observed,2,2,12549,6556,0.9570622330689444
Mahadebpur,2004,1,2004-01,10.09602396644404,0.3638480277814029,0.19189774137513768,observed,2,2,7994,6556,0.6096705308114704
Mahadebpur,2004,2,2004-02,4.539377409845285,0.3487054365149295,0.1808320886339415,observed,2,2,13112,6556,1.0
Mahadebpur,2004,3,2004-03,26.035517058441314,0.5768982694417756,0.34389123445349673,observed,2,2,13112,6556,1.0
Mahadebpur,2004,4,2004-04,93.12818213998429,0.5564678111179953,0.35482724943827504,observed,2,2,13112,6556,1.0
Mahadebpur,2004,5,2004-05,148.3198402592633,0.3579382988851528,0.22174425948842252,observed,2,2,10117,6556,0.7715832824893227
Mahadebpur,2004,6,2004-06,416.1353490851082,0.3816766221554527,0.2107399504966309,observed,2,2,7595,6556,0.5792403904820013
Mahadebpur,2004,7,2004-07,516.4220069217953,0.07585141249845886,0.027843674488996068,observed,2,2,25,6556,0.0019066503965832825
Mahadebpur,2004,8,2004-08,241.23832597948683,0.5913601007160104,0.39029873560958717,observed,1,2,5490,6556,0.41870042708968885
Mahadebpur,2004,9,2004-09,309.19415530293935,0.7176196117779768,0.4233172699878131,observed,2,2,12725,6556,0.9704850518608907
Mahadebpur,2004,10,2004-10,246.82010278863882,0.6364585825410273,0.34976810235435346,observed,2,2,12843,6556,0.9794844417327638
Mahadebpur,2004,11,2004-11,5.326159531218939,0.38707052261489866,0.21225256912640802,observed,1,1,6534,6556,0.9966442953020134
Mahadebpur,2004,12,2004-12,1.4751386891818337,0.3577123076850917,0.20203729646458307,observed,2,2,13027,6556,0.9935173886516169
Mahadebpur,2005,1,2005-01,20.294071403125745,0.35877959209488175,0.20431226772141362,observed,2,2,6636,6556,0.5061012812690665
Mahadebpur,2005,2,2005-02,8.146982994482778,0.42310715864018955,0.22281218885673704,observed,2,2,13112,6556,1.0
Mahadebpur,2005,3,2005-03,61.05867856894818,0.7014881786879066,0.45809065952738726,observed,2,2,13112,6556,1.0
Mahadebpur,2005,4,2005-04,55.7940654879589,0.554038391722935,0.3444938776354598,observed,2,2,13112,6556,1.0
Mahadebpur,2005,5,2005-05,137.66218231320383,0.37638589566628833,0.24499978500028557,observed,2,2,12944,6556,0.9871873093349604
Mahadebpur,2005,6,2005-06,257.09186545786037,0.39940258094406805,0.2775990973781751,observed,2,2,6600,6556,0.5033557046979866
Mahadebpur,2005,7,2005-07,423.8072187931614,0.37730242235004124,0.27600496302382904,observed,1,2,126,6556,0.009609517998779744
Mahadebpur,2005,8,2005-08,348.1140300783153,0.6051675879959306,0.3619724349321814,observed,2,2,11913,6556,0.9085570469798657
Mahadebpur,2005,9,2005-09,209.27691512112074,0.6739408310559722,0.4033762335712492,observed,2,2,12483,6556,0.9520286760219646
Mahadebpur,2005,10,2005-10,385.8901481605624,0.6563589483989984,0.3487501854655579,observed,1,1,6399,6556,0.976052471018914
Mahadebpur,2005,11,2005-11,5.518710580442059,0.5480522041400191,0.3053218103834938,observed,2,2,12512,6556,0.9542403904820013
Mahadebpur,2005,12,2005-12,1.3762277648839631,0.36926450025928353,0.2031457469266084,observed,2,2,13023,6556,0.9932123245881636
Mahadebpur,2006,1,2006-01,3.336511760047524,0.34747636279104116,0.19507369149856596,observed,2,2,6163,6556,0.4700274557657108
Mahadebpur,2006,2,2006-02,4.626628500371697,0.38203869998414447,0.1903037027035388,observed,2,2,13112,6556,1.0
Mahadebpur,2006,3,2006-03,14.792318790473532,0.6706363523349849,0.4233447610438672,observed,2,2,13112,6556,1.0
Mahadebpur,2006,4,2006-04,66.2759002921095,0.49980767142429605,0.30807422871363327,observed,2,2,13069,6556,0.9967205613178768
Mahadebpur,2006,5,2006-05,236.9198343406656,0.4172018156458984,0.2408954573794128,observed,1,2,6556,6556,0.5
Mahadebpur,2006,6,2006-06,242.36786367670342,0.4609306746711104,0.2895132480073359,observed,2,2,6413,6556,0.4890939597315436
Mahadebpur,2006,7,2006-07,182.395222546899,0.5456970465151154,0.3298020244626129,observed,2,2,2527,6556,0.1927242220866382
Mahadebpur,2006,8,2006-08,140.8485831766392,0.6178291472209109,0.41226299515065007,observed,2,2,8066,6556,0.6151616839536302
Mahadebpur,2006,9,2006-09,287.44303251163825,0.740554960423525,0.49434734350620585,observed,2,2,12480,6556,0.9517998779743746
Mahadebpur,2006,10,2006-10,55.032616187560336,0.6991816486873453,0.4295698128398488,observed,1,1,6466,6556,0.9862721171446004
Mahadebpur,2006,11,2006-11,31.670229431217216,0.5216226060274864,0.309728582372795,observed,2,2,12819,6556,0.9776540573520439
Mahadebpur,2006,12,2006-12,2.1421049641186736,0.3758696509437617,0.22199077650267346,observed,2,2,12941,6556,0.9869585112873703
Mahadebpur,2007,1,2007-01,3.37082909537511,0.3197540068096009,0.17576153423497523,observed,2,2,6595,6556,0.5029743746186699
Mahadebpur,2007,2,2007-02,34.87476662916564,0.41451492713219057,0.21447756738362334,observed,2,2,12838,6556,0.9791031116534472
Mahadebpur,2007,3,2007-03,17.64096634039925,0.6652657039820643,0.41270244559157926,observed,2,2,13112,6556,1.0
Mahadebpur,2007,4,2007-04,21.452284238882175,0.581852346227875,0.38012613331791945,observed,2,2,13112,6556,1.0
Mahadebpur,2007,5,2007-05,101.05183521303204,0.41342140462502197,0.25841837468204415,observed,2,2,12947,6556,0.9874161073825504
Mahadebpur,2007,6,2007-06,416.602357245167,0.401990798515556,0.19385592578258548,observed,2,2,6286,6556,0.47940817571690053
Mahadebpur,2007,7,2007-07,487.5985570967706,0.43499379360606377,0.2601901272956949,observed,1,2,836,6556,0.06375838926174497
Mahadebpur,2007,8,2007-08,166.08102770635156,0.6435857716266673,0.36240288653224395,observed,2,2,1308,6556,0.09975594874923734
Mahadebpur,2007,9,2007-09,326.181128273098,0.6956161167136486,0.4425393986173571,observed,2,2,12881,6556,0.9823825503355704
Mahadebpur,2007,10,2007-10,149.10717286451515,0.6948442427615782,0.3894130879197952,observed,1,1,6531,6556,0.9961866992068334
Mahadebpur,2007,11,2007-11,14.392217749566973,0.5417880053045109,0.30805455330130926,observed,2,2,13079,6556,0.99748322147651
Mahadebpur,2007,12,2007-12,4.042853581436804,0.3634254540548427,0.2040127147208806,observed,2,2,11639,6556,0.887660158633313
Mahadebpur,2008,1,2008-01,59.26696008958568,0.33867629386882697,0.18638443116222264,observed,2,2,6288,6556,0.4795607077486272
Mahadebpur,2008,2,2008-02,5.059578338172155,0.3064050446491433,0.1558941018908408,observed,2,2,13092,6556,0.9984746796827334
Mahadebpur,2008,3,2008-03,7.639118781993457,0.6961175671305101,0.4562066914475829,observed,2,2,13112,6556,1.0
Mahadebpur,2008,4,2008-04,27.170834764905766,0.5894368405942125,0.38781186303474324,observed,2,2,13112,6556,1.0
Mahadebpur,2008,5,2008-05,152.73743046309392,0.3947791059206397,0.2433712718905467,observed,2,2,11375,6556,0.8675259304453935
Mahadebpur,2008,6,2008-06,369.12718316583397,0.3503308727337416,0.18948366420418336,observed,2,2,249,6556,0.018990237949969492
Mahadebpur,2008,7,2008-07,402.9658995487197,0.536837265659655,0.32095496929937206,observed,1,2,186,6556,0.014185478950579622
Mahadebpur,2008,8,2008-08,292.14308493708086,0.6947120411600158,0.46139237914432557,observed,2,2,4955,6556,0.3778981086028066
Mahadebpur,2008,9,2008-09,171.79556886427125,0.7043180207918229,0.46481425203943116,observed,2,2,11589,6556,0.8838468578401464
Mahadebpur,2008,10,2008-10,115.211197124734,0.6109643680922091,0.34931492189791014,observed,2,2,13007,6556,0.9919920683343502
Mahadebpur,2008,11,2008-11,17.000620290440466,0.4051090645739366,0.2342364103527871,observed,1,1,6538,6556,0.9972544234289201
Mahadebpur,2008,12,2008-12,1.4775511081058732,0.37500205936051856,0.21256978574577795,observed,2,2,12926,6556,0.9858145210494204
Mahadebpur,2009,1,2009-01,3.2480383563026916,0.3743710092505922,0.21360902033500115,observed,2,2,5997,6556,0.4573672971323978
Mahadebpur,2009,2,2009-02,5.385082242763721,0.30810694981167586,0.15404602750847382,observed,2,2,13068,6556,0.9966442953020134
Mahadebpur,2009,3,2009-03,20.427946763048773,0.6023319158371089,0.3782471991184239,observed,2,2,13112,6556,1.0
Mahadebpur,2009,4,2009-04,18.787018344049,0.5604129880618257,0.3766972819952082,observed,2,2,13112,6556,1.0
Mahadebpur,2009,5,2009-05,175.91822821168654,0.4005722774424932,0.23725237694697304,observed,2,2,11030,6556,0.8412141549725443
Mahadebpur,2009,6,2009-06,174.86844460768341,0.42800933441530276,0.284465292379831,observed,1,2,3599,6556,0.2744813910921293
Mahadebpur,2009,7,2009-07,240.8891494171688,0.5261783855082659,0.3954726521280338,observed,1,2,53,6556,0.004042098840756559
Mahadebpur,2009,8,2009-08,388.56370265463596,0.6184977328169897,0.3643403843157011,observed,1,2,2884,6556,0.21995118974984748
Mahadebpur,2009,9,2009-09,152.94877887461075,0.7353511905669441,0.4590745665238553,observed,2,2,10256,6556,0.7821842586943258
Mahadebpur,2009,10,2009-10,159.41683532625186,0.6896852167104944,0.4102950242568802,observed,1,1,6508,6556,0.9926784624771202
Mahadebpur,2009,11,2009-11,5.1191276292419525,0.5355931707682715,0.3225781296793191,observed,2,2,13014,6556,0.9925259304453935
Mahadebpur,2009,12,2009-12,1.3486490495270782,0.3597749253702695,0.2062251705100652,observed,2,2,11645,6556,0.888117754728493
Mahadebpur,2010,1,2010-01,3.285926217832221,0.3363025044821658,0.20001691605601096,observed,2,2,7308,6556,0.5573520439292251
Mahadebpur,2010,2,2010-02,8.873377043194806,0.31039688874107496,0.16136016961946834,observed,2,2,13112,6556,1.0
Mahadebpur,2010,3,2010-03,12.622180188487604,0.5896043503995061,0.37596624782937954,observed,2,2,13112,6556,1.0
Mahadebpur,2010,4,2010-04,43.31816323277972,0.5871185892386873,0.3826177196170919,observed,2,2,12701,6556,0.9686546674801708
Mahadebpur,2010,5,2010-05,129.86357756512027,0.34874096239568103,0.222359063516949,observed,2,2,8487,6556,0.6472696766320928
Mahadebpur,2010,6,2010-06,382.7422560808004,0.4436597214173789,0.2744372399628294,observed,2,2,2473,6556,0.1886058572300183
Mahadebpur,2010,7,2010-07,183.81138921202756,0.5253730986359013,0.3404055869185234,observed,1,2,928,6556,0.07077486272117145
Mahadebpur,2010,8,2010-08,209.7849377974573,0.6878793004538057,0.42227032280160987,observed,1,2,199,6556,0.015176937156802928
Mahadebpur,2010,9,2010-09,171.2517504873889,0.744916987946287,0.471908893852157,observed,2,2,9738,6556,0.7426784624771202
Mahadebpur,2010,10,2010-10,101.87499495528576,0.7187055971775572,0.41376433485349723,observed,1,1,6509,6556,0.9928309945088468
Mahadebpur,2010,11,2010-11,7.3802474188470635,0.5643557741467619,0.3333070783882423,observed,2,2,12553,6556,0.9573672971323978
Mahadebpur,2010,12,2010-12,4.1622178542841946,0.38665711872295827,0.21888456624285127,observed,2,2,12413,6556,0.9466900549115315
Mahadebpur,2011,1,2011-01,3.9762125009470353,0.3624586374193038,0.2018613958344667,observed,2,2,5452,6556,0.41580231848688226
Mahadebpur,2011,2,2011-02,8.177321166736695,0.36482103838566937,0.18719439246079497,observed,2,2,13096,6556,0.9987797437461867
Mahadebpur,2011,3,2011-03,2.483221520105689,0.61395145050165,0.39362265947306213,observed,2,2,13112,6556,1.0
Mahadebpur,2011,4,2011-04,94.13035325153018,0.6348089318243839,0.43625156482804517,observed,2,2,13087,6556,0.9980933496034167
Mahadebpur,2011,5,2011-05,154.3558767867663,0.40695908257191143,0.24755784873618353,observed,2,2,12619,6556,0.9624008541793777
Mahadebpur,2011,6,2011-06,348.36488931334395,0.4815682598587361,0.2820725422487695,observed,2,2,1611,6556,0.12286455155582672
Mahadebpur,2011,7,2011-07,164.76048160587936,0.5613395699408591,0.35262008228336345,observed,1,2,246,6556,0.0187614399023795
Mahadebpur,2011,8,2011-08,438.9858988767982,0.6689200817455611,0.41160883630030404,observed,2,2,4592,6556,0.3502135448444173
Mahadebpur,2011,9,2011-09,313.57091516823687,0.7112574291504935,0.4249901666014887,observed,2,2,9960,6556,0.7596095179987797
Mahadebpur,2011,10,2011-10,19.270383121714882,0.7127365803598494,0.42883498136883874,observed,1,1,6474,6556,0.9874923733984137
Mahadebpur,2011,11,2011-11,6.901550093965431,0.48320029344092,0.2792473629439043,observed,2,2,13066,6556,0.9964917632702868
Mahadebpur,2011,12,2011-12,1.3383187607558646,0.38953969282829626,0.2209905556762651,observed,2,2,12663,6556,0.9657565588773642
Mahadebpur,2012,1,2012-01,5.818106651535686,0.38028619990110785,0.21674782994255343,observed,2,2,4177,6556,0.31856314826113485
Mahadebpur,2012,2,2012-02,5.403483082981329,0.34073481183836696,0.16783114848036076,observed,2,2,12795,6556,0.975823672971324
Mahadebpur,2012,3,2012-03,12.54051833422723,0.6563053202221271,0.41615271828904904,observed,2,2,13112,6556,1.0
Mahadebpur,2012,4,2012-04,95.7474819063043,0.6169138803137931,0.41552452170556875,observed,2,2,13112,6556,1.0
Mahadebpur,2012,5,2012-05,103.14491384387358,0.39088253932549744,0.24593587456734536,observed,2,2,13024,6556,0.9932885906040269
Mahadebpur,2012,6,2012-06,282.556778539274,0.448846535133696,0.2583408109290952,observed,2,2,7909,6556,0.6031879194630873
Mahadebpur,2012,7,2012-07,358.1336982841871,0.5574658796556711,0.37426610180352726,observed,1,2,554,6556,0.04225137278828554
Mahadebpur,2012,8,2012-08,167.35109000368095,0.7414675564672293,0.5097382708862032,observed,2,2,7581,6556,0.5781726662599146
Mahadebpur,2012,9,2012-09,273.7071528721126,0.7800343883281201,0.5708532179906785,observed,2,2,9930,6556,0.7573215375228798
Mahadebpur,2012,10,2012-10,77.616887794777,0.7079728130580549,0.43837629045961063,observed,2,2,12983,6556,0.9901616839536302
Mahadebpur,2012,11,2012-11,50.27969128322991,0.4737746094896946,0.28627859342247336,observed,1,1,6482,6556,0.988712629652227
Mahadebpur,2012,12,2012-12,1.638123880212246,0.39261448837260543,0.23351656832539402,observed,2,2,12430,6556,0.947986577181208
Mahadebpur,2013,1,2013-01,4.672855561809144,0.3802153014601228,0.20375501529961665,observed,2,2,6991,6556,0.5331757169005491
Mahadebpur,2013,2,2013-02,20.36640023675249,0.3453577552014342,0.17847949848174974,observed,2,2,13112,6556,1.0
Mahadebpur,2013,3,2013-03,1.123557857709222,0.6266539907193156,0.3820455458150061,observed,2,2,13112,6556,1.0
Mahadebpur,2013,4,2013-04,54.89388259853589,0.6484825507730873,0.4107626002085814,observed,2,2,13112,6556,1.0
Mahadebpur,2013,5,2013-05,144.60039582922002,0.4471953835508162,0.2862819260836417,observed,2,2,10211,6556,0.7787522879804759
Mahadebpur,2013,6,2013-06,210.49699527150182,0.4595091220058368,0.2758743614617913,observed,1,2,1895,6556,0.14452410006101282
Mahadebpur,2013,7,2013-07,130.60207977284793,0.47173419341942086,0.2686277015939176,observed,2,2,233,6556,0.017769981696156192
Mahadebpur,2013,8,2013-08,268.8573589397896,0.7265631885123034,0.4604246285303845,observed,2,2,3794,6556,0.28935326418547896
Mahadebpur,2013,9,2013-09,163.53225456648448,0.7769928823490787,0.4844555900726566,observed,2,2,9983,6556,0.7613636363636364
Mahadebpur,2013,10,2013-10,221.35306767768972,0.7560469247467008,0.5424832851752984,observed,1,1,6314,6556,0.9630872483221476
Mahadebpur,2013,11,2013-11,5.4664035768118895,0.5376921298583384,0.33774809062604433,observed,2,2,12975,6556,0.9895515558267236
Mahadebpur,2013,12,2013-12,1.2805391550998046,0.3970632034658242,0.2249243057954279,observed,2,2,11224,6556,0.8560097620500305
Mahadebpur,2014,1,2014-01,3.9183269108131156,0.4295961128593735,0.2533325597389208,observed,2,2,7697,6556,0.587019524100061
Mahadebpur,2014,2,2014-02,15.208948595812366,0.3460772826567737,0.16735595960627114,observed,2,2,13074,6556,0.9971018913971934
Mahadebpur,2014,3,2014-03,17.686485962938555,0.6823636387898717,0.4387309828415988,observed,2,2,13112,6556,1.0
Mahadebpur,2014,4,2014-04,13.85739228606182,0.628671018803303,0.419084798395273,observed,2,2,13112,6556,1.0
Mahadebpur,2014,5,2014-05,126.75634688290089,0.4037033000562772,0.25319313043786235,observed,2,2,12503,6556,0.9535539963392312
Mahadebpur,2014,6,2014-06,427.5393211746689,0.41553560198588235,0.23544394241019467,observed,2,2,5841,6556,0.44546979865771813
Mahadebpur,2014,7,2014-07,214.11512068797109,0.4656081726712456,0.27716004336268574,observed,2,2,2313,6556,0.1764032946918853
Mahadebpur,2014,8,2014-08,256.85557347517414,0.7519884627554198,0.5032040034658958,observed,1,2,2580,6556,0.19676632092739477
Mahadebpur,2014,9,2014-09,286.69422225457,0.762808982197868,0.531924440797225,observed,2,2,9474,6556,0.7225442342892008
Mahadebpur,2014,10,2014-10,65.41359683366404,0.7235685891397802,0.49551617725401403,observed,1,1,6532,6556,0.99633923123856
Mahadebpur,2014,11,2014-11,5.270425760990838,0.4772690978328656,0.28327355574619145,observed,2,2,12998,6556,0.9913056741915802
Mahadebpur,2014,12,2014-12,1.297428897530812,0.38728310991371484,0.22791813881697667,observed,2,2,13037,6556,0.9942800488102501
Mahadebpur,2015,1,2015-01,10.070563069829143,0.3905193162480148,0.2245936077532732,observed,2,2,6867,6556,0.5237187309334961
Mahadebpur,2015,2,2015-02,23.53273052990743,0.4671993028926616,0.2500211804653498,observed,2,2,13038,6556,0.9943563148261135
Mahadebpur,2015,3,2015-03,36.541210238792395,0.7167523680525143,0.45722513326928,observed,2,2,13112,6556,1.0
Mahadebpur,2015,4,2015-04,128.0260220502659,0.6419785636620988,0.4442219299518917,observed,2,2,12899,6556,0.9837553386211104
Mahadebpur,2015,5,2015-05,167.05790058438564,0.45225993837477074,0.2869801365937057,observed,2,2,13106,6556,0.99954240390482
Mahadebpur,2015,6,2015-06,280.3994695058288,0.45723643197381264,0.2582582757083441,observed,2,2,200,6556,0.01525320317266626
Mahadebpur,2015,7,2015-07,346.4080017457266,0.46211829100984936,0.2637896678712165,observed,2,2,3626,6556,0.2765405735204393
Mahadebpur,2015,8,2015-08,351.22954254607987,0.6997210773291499,0.43967899136086414,observed,2,2,7024,6556,0.5356924954240391
Mahadebpur,2015,9,2015-09,229.35797627951547,0.7645997461322792,0.5281614012703751,observed,2,2,13096,6556,0.9987797437461867
Mahadebpur,2015,10,2015-10,20.39078776862568,0.7335615197997915,0.4706285685290469,observed,1,1,6476,6556,0.987797437461867
Mahadebpur,2015,11,2015-11,6.8549058450507285,0.5407064105508541,0.3317267850322236,observed,2,2,13077,6556,0.9973306894447834
Mahadebpur,2015,12,2015-12,1.720276198321928,0.3848516386791227,0.22659738318439138,observed,2,2,7152,6556,0.5454545454545454
Mahadebpur,2016,1,2016-01,11.331080386541768,0.3915279102459315,0.2207513574708606,observed,2,2,4389,6556,0.3347315436241611
Mahadebpur,2016,2,2016-02,7.423319810753815,0.4662665865296859,0.24910446968600564,observed,2,2,12800,6556,0.9762050030506406
Mahadebpur,2016,3,2016-03,53.3125053182561,0.7212012451731544,0.47595838113592925,observed,2,2,13112,6556,1.0
Mahadebpur,2016,4,2016-04,18.98092458197958,0.5800206853695307,0.3859823941473322,observed,2,2,13112,6556,1.0
Mahadebpur,2016,5,2016-05,149.71347219954131,0.44199393146803057,0.2659900010867277,observed,2,2,10129,6556,0.7724984746796827
Mahadebpur,2016,6,2016-06,172.3061021811733,0.6430657351511659,0.4412526619917154,observed,2,2,43,6556,0.003279438682123246
Mahadebpur,2016,7,2016-07,352.24527652378475,0.5504786550370715,0.3330778558453956,observed,2,2,79,6556,0.006025015253203173
Mahadebpur,2016,8,2016-08,158.5202001094819,0.6756607293669916,0.4072641090675434,observed,2,2,2646,6556,0.20179987797437463
Mahadebpur,2016,9,2016-09,351.6803873988793,0.8177630746138338,0.5608925717117713,observed,2,2,6759,6556,0.5154820012202562
Mahadebpur,2016,10,2016-10,153.15159392323108,0.7454978783638913,0.4845267810603922,observed,2,2,13069,6556,0.9967205613178768
Mahadebpur,2016,11,2016-11,7.878077494801568,0.4617137075171215,0.2794935014912262,observed,1,1,6542,6556,0.9978645515558268
Mahadebpur,2016,12,2016-12,1.939761084956104,0.38299912275996356,0.22732243457482004,observed,2,2,12603,6556,0.9611805979255643
Mahadebpur,2017,1,2017-01,4.543011222260006,0.36416354239248305,0.20061106916969598,observed,2,2,9709,6556,0.7404667480170836
Mahadebpur,2017,2,2017-02,4.4814759354258795,0.4057899121406486,0.19336982071121983,observed,2,2,12947,6556,0.9874161073825504
Mahadebpur,2017,3,2017-03,15.150202183336392,0.7171926583891222,0.5067877692907604,observed,2,2,11571,6556,0.8824740695546065
Mahadebpur,2017,4,2017-04,124.61077880646626,0.6691773112168533,0.48563712747295995,observed,2,2,13112,6556,1.0
Mahadebpur,2017,5,2017-05,208.65136805634324,0.4442494520051547,0.2683718455148452,observed,2,2,7413,6556,0.5653599755948749
Mahadebpur,2017,6,2017-06,169.11560909552213,0.4528769710154493,0.2663710400140553,interpolated,0,2,0,6556,0.0
Mahadebpur,2017,7,2017-07,388.73490150413846,0.461504490025744,0.26437023451326536,observed,2,2,6480,6556,0.4942037827943868
Mahadebpur,2017,8,2017-08,381.7009262038358,0.6879973466943841,0.4177291288290724,observed,2,2,6107,6556,0.4657565588773642
Mahadebpur,2017,9,2017-09,221.27342696473556,0.8126321545862796,0.5738486411246291,observed,2,2,12693,6556,0.9680445393532642
Mahadebpur,2017,10,2017-10,332.1624650712055,0.7706860075297305,0.5261279204629916,observed,1,1,6373,6556,0.9720866381940207
Mahadebpur,2017,11,2017-11,12.974618785594073,0.5846833826426782,0.37955534405349384,observed,2,2,13076,6556,0.9972544234289201
Mahadebpur,2017,12,2017-12,8.027541155900503,0.4144333041136123,0.2381029200316523,observed,2,2,13043,6556,0.9947376449054302
Mahadebpur,2018,1,2018-01,3.413084458186432,0.41694920502145033,0.23881971670708022,observed,2,2,4934,6556,0.37629652226967664
Mahadebpur,2018,2,2018-02,13.29066014980235,0.4672048746590111,0.2654988528881535,observed,2,2,11889,6556,0.9067266625991458
Mahadebpur,2018,3,2018-03,27.06283011671721,0.7203859878855867,0.5074961263315085,observed,2,2,13112,6556,1.0
Mahadebpur,2018,4,2018-04,146.38280285501025,0.6691037172954098,0.46694225638994447,observed,2,2,13112,6556,1.0
Mahadebpur,2018,5,2018-05,113.11887861395171,0.4105009079781228,0.2589446839068513,observed,2,2,2631,6556,0.20065588773642465
Mahadebpur,2018,6,2018-06,203.54300604623035,0.4404321598463582,0.25911453242724175,observed,1,2,300,6556,0.02287980475899939
Mahadebpur,2018,7,2018-07,288.7848938680067,0.22255624103299865,0.11911097560975611,observed,1,2,19,6556,0.0014490543014032947
Mahadebpur,2018,8,2018-08,196.9436641363517,0.6985626169103136,0.44517622985615285,observed,2,2,1853,6556,0.1413209273947529
